HI7072	(3G)	ANBI	701952	LE	TBA	WB	Wangia-Anderson, V.	06/22/2016 - 08/06/2016
HI7099	(3G)	PRACTICUM II	701954	LE	TBA	WB	Wangia-Anderson, V.	06/22/2016 - 08/06/2016
HIM3020C	(4)	REIMBURSEMENT SYSTE	702991	LL	TBA	WB	Greenstone, P.	06/22/2016 - 08/06/2016
HIST1002	(3)	US HIST II	701135	UCBA	LE	TR     	6:00p - 8:55p	CI	Minter, T.	06/22/2016 - 08/06/2016
HIST1002	(3)	US HIST II	702572	OT	TBA	WB	Miller, R.	06/22/2016 - 08/06/2016
HIST1006	(3)	EURO HIST II	702573	OT	TBA	WB	Krome, F.	06/22/2016 - 08/06/2016
HIST2084	(3)	SECOND WORLD WAR	702174	WEST	LE	TR     	6:00p - 8:55p	CI	Sauer, M.	06/22/2016 - 08/06/2016
HIST3000	(3)	THOUGHT AND METHODS	702205	WEST	LE	MW     	6:00p - 8:55p	CI	Sauer, M.	06/22/2016 - 08/06/2016
HIST3051	(3)	WORLD WAR II	703304	WEST	LE	TR     	6:00p - 8:55p	CI	Sauer, M.	06/22/2016 - 08/06/2016
HLSC2011	(2)	HC ETHICS	703040	LE	TBA	WB	Ellis, D.	06/22/2016 - 08/06/2016
HORT4080	(3)	INTRO TO BEER	701816	WEST	LE	MW     	6:00p - 10:00p	CI	Staff	06/22/2016 - 08/06/2016
HORT4082	(3)	INTRO TO WINE	701821	WEST	LE	TR     	6:30p - 9:30p	CI	Petersen, D.	06/22/2016 - 08/06/2016
INTB3080	(3)	GLOB BUS ENV	700115	WEST	LE	TR     	1:15p - 4:15p	CI	Chotangada, R.	06/22/2016 - 08/06/2016
INTB5070	(3)	GLOBAL DIVERSITY	700121	WEST	LE	MWF    	1:00p - 3:00p	CI	Craig, C.	06/22/2016 - 08/06/2016
INTD2061	(3)	MAT / FIBERS / CONS	703308	WEST	LE	TR     	9:30a - 12:30p	CI	Burke, K.	06/22/2016 - 08/06/2016
IS4010	(3)	APP DEV W/JAVA	700129	WEST	LE	MWF    	3:30p - 5:30p	CI	Rokey, R.	06/22/2016 - 08/06/2016
LSLS8005	(3G)	PLI LANG & SOCIETY	701309	LE	TBA	WB	Ramanayake, S.	06/22/2016 - 08/06/2016
MATH0029	(3)	MATH LITERACY	703307	UCBA	LE	MWF    	1:00p - 3:00p	CI	Staff	06/22/2016 - 08/06/2016
MATH0030	(3)	FUND. OF ALG.	701284	UCBA	LE	TR     	11:15a - 2:10p	CI	Spille, J.	06/22/2016 - 08/06/2016
MATH0031	(3)	INTRO ALGEBRA	701266	UCBA	LE	MW     	6:00p - 8:55p	CI	Sauer, J.	06/22/2016 - 08/06/2016
MATH0031	(3)	INTRO ALGEBRA	702141	CLER	LE	TR     	6:00p - 8:50p	CI	Staff	06/22/2016 - 08/06/2016
MATH0031	(3)	INTRO ALGEBRA	702347	UCBA	LE	MWF    	1:00p - 3:00p	CI	Staff	06/22/2016 - 08/06/2016
MATH0031	(3)	INTRO ALGEBRA	702352	UCBA	LE	TR     	6:00p - 8:55p	CI	Staff	06/22/2016 - 08/06/2016
MATH0034	(3)	INTERMED ALG	701264	UCBA	LE	MW     	6:00p - 8:55p	CI	Hagen, R.	06/22/2016 - 08/06/2016
MATH0034	(3)	INTERMED ALG	701292	UCBA	LE	TR     	2:30p - 5:25p	CI	Vamadeva, G.	06/22/2016 - 08/06/2016
MATH1008	(3)	FOUNDATIONS OF QR	701295	UCBA	LE	TR     	6:00p - 8:55p	CI	Staff	06/22/2016 - 08/06/2016
MATH1008	(3)	FOUNDATIONS OF QR	702145	CLER	LE	TR     	1:00p - 3:50p	CI	Staff	06/22/2016 - 08/06/2016
MATH1008	(3)	FOUNDATIONS OF QR	702355	UCBA	LE	MWF    	10:30a - 12:30p	CI	Presgrave, T.	06/22/2016 - 08/06/2016
MATH1012	(3)	MATH MANAGEMENT SCI	702328	UCBA	LE	TR     	6:00p - 8:55p	CI	Evert, T.	06/22/2016 - 08/06/2016
MATH1014	(3)	MATH SOCIAL CHOICE	702329	UCBA	LE	MW     	6:00p - 8:55p	CI	Evert, T.	06/22/2016 - 08/06/2016
MATH1021	(3)	COLLEGE ALG	702348	UCBA	LE	MW     	6:00p - 8:55p	CI	James, L.	06/22/2016 - 08/06/2016
MATH1021	(3)	COLLEGE ALG	702349	UCBA	LE	TR     	11:15a - 2:10p	CI	Jodrey, J.	06/22/2016 - 08/06/2016
MATH1022	(3)	TRIGONOMETRY	702150	CLER	LE	MW     	6:00p - 8:50p	CI	Staff	06/22/2016 - 08/06/2016
MATH1022	(3)	TRIGONOMETRY	702358	UCBA	LE	TR     	6:00p - 8:55p	CI	Ruesink, W.	06/22/2016 - 08/06/2016
MATH1045	(3)	APPLIED CAL II	700264	SP	TBA	WB	Staff	06/22/2016 - 08/06/2016
MATH1045	(3)	APPLIED CAL II	701283	UCBA	LE	MWF    	1:00p - 3:00p	CI	Smith, B.	06/22/2016 - 08/06/2016
MATH1045	(3)	APPLIED CAL II	701287	UCBA	LE	MWF    	10:30a - 12:30p	CI	Staff	06/22/2016 - 08/06/2016
MATH1045	(3)	APPLIED CAL II	702154	CLER	LE	MW     	6:00p - 8:50p	CI	Staff	06/22/2016 - 08/06/2016
MATH1045	(3)	APPLIED CAL II	702155	OT	TBA	WB	Gay, W.	06/22/2016 - 08/06/2016
MATH1045	(3)	APPLIED CAL II	702156	OT	TBA	WB	Zhao, R.	06/22/2016 - 08/06/2016
MATH1045	(3)	APPLIED CAL II	702157	OT	TBA	WB	Staff	06/22/2016 - 08/06/2016
MATH1062	(4)	CALCULUS II	702161	OT	TBA	WB	Nair-Hart, G.	06/22/2016 - 08/06/2016
MATH1062	(4)	CALCULUS II	702162	OT	TBA	WB	Staff	06/22/2016 - 08/06/2016
MATH1062	(4)	CALCULUS II	702163	OT	TBA	WB	Staff	06/22/2016 - 08/06/2016
MDL6032	(3*)	SCI METHODS GR 4-6	701574	LE	TBA	WB	Staff	06/22/2016 - 08/06/2016
MDL6033	(3*)	MATH METHODS GR 4-6	701573	LE	TBA	WB	Gregson, S.	06/22/2016 - 08/06/2016
MGMT1050	(3)	INTRO TO BUSINESS	701109	UCBA	LE	TR     	6:00p - 8:55p	CI	Widdig, M.	06/22/2016 - 08/06/2016
MGMT3080	(3)	MANAGEMENT	700136	WEST	LE	MWF    	8:00a - 10:00a	CI	Puranik, H.	06/22/2016 - 08/06/2016
MGMT3080	(3)	MANAGEMENT	700138	WEST	LE	TR     	8:00a - 11:00a	CI	Tong, N.	06/22/2016 - 08/06/2016
MGMT7012	(2G)	STRAT MGT	700140	OC  	LE	W      	6:00p - 10:00p	CI	Kamath, R.	06/22/2016 - 08/06/2016
MGMT7017	(2G)	MGMT X CULTURES	700146	OT	TBA	WB	Gales, L.	06/22/2016 - 08/06/2016
MGMT7073	(2G)	HUMAN RESOURCE MGMT	700147	OT	TBA	WB	Masterson, S.	06/22/2016 - 08/06/2016
MKTG2080	(3)	INTRO MKTG	701112	UCBA	LE	MW     	6:00p - 8:55p	CI	Staff	06/22/2016 - 08/06/2016
MKTG3080	(3)	MARKETING RESEARCH	700155	R	WEST	LE	TR     	8:00a - 11:00a	CI	Cook, M.	06/22/2016 - 08/06/2016
MKTG3085	(3)	CONSUMER BEHAVIOR	700156	WEST	LE	TR     	11:30a - 2:30p	CI	Cook, M.	06/22/2016 - 08/06/2016
MKTG4022	(3)	B TO B MARKETING	700158	WEST	LE	MWF    	1:00p - 3:00p	CI	Polychroniou, C.	06/22/2016 - 08/06/2016
MKTG4071	(3)	INTERNATIONAL MKTG	700161	WEST	LE	MWF    	10:30a - 12:30p	CI	Polychroniou, C.	06/22/2016 - 08/06/2016
MKTG7000	(1G)	MARKETING FOUNDATNS	700165	OT	TBA	WB	Machleit, K.	06/22/2016 - 08/06/2016
MKTG7020	(2G)	NEW PRODUCT DEVEL	700171	OT	TBA	WB	Atherley, B.	06/22/2016 - 08/06/2016
MLTI3000	(1-25)	STUDY ABROAD	702656	I	LE	TBA	IN	Meyer, R.	06/22/2016 - 08/06/2016
MLTI4015	(1-18)	INTL EXCH	702664	I	LE	TBA	IN	Meyer, R.	06/22/2016 - 08/06/2016
MLTI6000	(1-25*)	STUDY ABROAD	702660	I	LE	TBA	IN	Meyer, R.	06/22/2016 - 08/06/2016
MLTI7000	(1-18G)	GRAD INTL EXCHANGE	702668	I	LE	TBA	IN	Meyer, R.	06/22/2016 - 08/06/2016
NBSN4060	(3)	INFORMATICS-RN-BSN	701776	OT	TBA	WB	Kopp, Y.	06/22/2016 - 08/06/2016
NBSN4061	(3)	RN-BSN TRANBACEDNUR	701778	OT	TBA	WB	Kroger-Jarvis, M.	06/22/2016 - 08/06/2016
NBSN4062	(3)	RN-BSN SCI BAS NURS	701779	OT	TBA	WB	Catalano, L.	06/22/2016 - 08/06/2016
NBSN4063	(3)	RN-BSNCONCCOMHEALTH	701780	OT	TBA	WB	Moore, R.	06/22/2016 - 08/06/2016
NBSN4065	(3)	RN-BSNNURPROFLDRMGR	701781	OT	TBA	WB	Little, M.	06/22/2016 - 08/06/2016
NBSN4066C	(3)	RN-BSN COMM  PARTNR	701782	OT	TBA	WB	Betcher, C.	06/22/2016 - 08/06/2016
NBSN4067	(3)	RN-BSN  GERO NURS	701783	OT	TBA	WB	Hamilton, C.	06/22/2016 - 08/06/2016
NURS6004	(3*)	LEARNING WITH TECH	701785	OT	TBA	WB	Rota, M.	06/22/2016 - 08/06/2016
NURS8086	(3G)	INSTR TECH/TEACHING	702796	OT	TBA	WB	Staff	06/22/2016 - 08/06/2016
NURS8088	(3G)	PROF ROLE NURSE ED	702797	OT	TBA	WB	Staff	06/22/2016 - 08/06/2016
OLHR2004C	(4)	METHOD STATS II I/O	702930	WEST	LE	TR     	11:15a - 2:10p	CI	Weast, J.	IS	TBA	CI	06/22/2016 - 08/06/2016
OM4080	(3)	PROJECT MGMT	700181	WEST	LE	TR     	1:15p - 4:15p	CI	Raturi, A.	06/22/2016 - 08/06/2016
OM7011	(2G)	OM	700184	OT	TBA	WB	Raturi, A.	06/22/2016 - 08/06/2016
OM7011	(2G)	OM	703045	OC  	LE	T      	6:00p - 10:00p	CI	Rao, U.	06/22/2016 - 08/06/2016
OM7061	(2G)	MANAGING PROJECTS	700186	WEST	LE	M      	6:00p - 10:00p	CI	Raturi, A.	06/22/2016 - 08/06/2016
PARA1001	(3)	INTRO LEGAL STUDIES	700346	IS	TBA	WB	Wright, E.	06/22/2016 - 08/06/2016
PARA2030	(3)	SPECIAL TOPICS	Making a Murderer	702275	CLER	LE	MW     	6:30p - 9:20p	CI	Davis, W.	06/22/2016 - 08/06/2016
PHIL1025	(3)	CONTEMP MORAL ISSUE	702453	LE	TBA	WB	Stephenson, R.	06/22/2016 - 08/06/2016
PHIL2053	(3)	PHIL OF LITERATURE	702455	WEST	LE	TR     	11:15a - 2:20p	CI	Allen, T.	06/22/2016 - 08/06/2016
PHIL3045	(3)	PHIL COG ETHOL	702456	WEST	LE	MWF    	10:30a - 12:30p	CI	Raja Galian, V.	06/22/2016 - 08/06/2016
PHYS1052	(4)	GENERAL PHYSICS II	702645	WEST	LE	MTWR   	8:00a - 10:00a	CI	Staff	06/22/2016 - 08/06/2016
PHYS1052L	(1)	GEN PHYSICS LAB II	702647	WEST	LB	TR     	10:10a - 12:30p	CI	Sitko, M.	06/22/2016 - 08/06/2016
PHYS1052L	(1)	GEN PHYSICS LAB II	702648	WEST	LB	TR     	10:10a - 12:30p	CI	Sitko, M.	06/22/2016 - 08/06/2016
PHYS1052L	(1)	GEN PHYSICS LAB II	702649	WEST	LB	TR     	12:35p - 2:55p	CI	Sitko, M.	06/22/2016 - 08/06/2016
POL1010	(3)	INTRO AM POLITICS	702574	OT	TBA	WB	Kissopoulos, L.	06/22/2016 - 08/06/2016
PSYC1001	(3)	INTRO TO PSYCHOLOGY	701100	UCBA	LE	MW     	6:00p - 8:55p	CI	Frame, D.	06/22/2016 - 08/06/2016
PSYC1001	(3)	INTRO TO PSYCHOLOGY	702580	CLER	LE	TR     	12:00p - 3:20p	CI	Leslie, R.	06/22/2016 - 08/06/2016
PSYC1001	(3)	INTRO TO PSYCHOLOGY	702586	OT	TBA	WB	Leslie, R.	06/22/2016 - 08/06/2016
PSYC2002C	(4)	RES METH & STATS II	701114	UCBA	LE	TR     	10:30a - 12:30p	CI	Cummins-Sebree, S.	OT	TBA	WB	06/22/2016 - 08/06/2016
PSYC2002C	(4)	RES METH & STATS II	702925	WEST	LB	T      	9:00a - 11:00a	CI	Malone, M.	WEST	LE	TR     	11:15a - 2:10p	CI	06/22/2016 - 08/06/2016
PSYC2002C	(4)	RES METH & STATS II	702926	WEST	LB	W      	9:00a - 11:00a	CI	Malone, M.	WEST	LE	TR     	11:15a - 2:10p	CI	06/22/2016 - 08/06/2016
PSYC2004C	(4)	METHOD STATS II I/O	702931	WEST	LE	TR     	11:15a - 2:10p	CI	Weast, J.	IS	TBA	CI	06/22/2016 - 08/06/2016
PSYC2005	(3)	CHILD & ADOL DEVEL	701116	OT	TBA	WB	Feibel, D.	06/22/2016 - 08/06/2016
PSYC2030	(3)	SENSATION & PERCEPT	701120	UCBA	LE	MW     	10:30a - 12:30p	CI	Frame, D.	06/22/2016 - 08/06/2016
PSYC2051	(3)	ABNORMAL PSYCHOLOGY	702650	WEST	OT	R      	11:15a - 2:20p	CI	Staff	06/22/2016 - 08/06/2016
PSYC3026	(3)	BROKEN BRAINS	702669	LE	TBA	WB	Sinha, D.	06/22/2016 - 08/06/2016
PSYC3034	(3)	DIVERSITY & HEALTH	702653	WEST	LE	MWF    	3:30p - 5:30p	CI	Lanaway, D.	06/22/2016 - 08/06/2016
RSTH3040	(3)	MGMT RESP THERAPY	700312	LE	TBA	WB	Keene, K.	06/22/2016 - 08/06/2016
RSTH4050	(4)	ADV RT LEAD  MGMT	700313	LE	TBA	WB	Keene, K.	06/22/2016 - 08/06/2016
SPAN1002	(5)	BASIC SPANISH II	701414	OT	TBA	WB	Staff	06/22/2016 - 08/06/2016
SPAN1002	(5)	BASIC SPANISH II	701415	OT	TBA	WB	Staff	06/22/2016 - 08/06/2016
SPAN1002	(5)	BASIC SPANISH II	701416	OT	TBA	WB	Staff	06/22/2016 - 08/06/2016
SPAN1002	(5)	BASIC SPANISH II	701417	OT	TBA	WB	Staff	06/22/2016 - 08/06/2016
SPAN1002	(5)	BASIC SPANISH II	701418	OT	TBA	WB	Staff	06/22/2016 - 08/06/2016
SPAN1002	(5)	BASIC SPANISH II	701419	OT	TBA	WB	Staff	06/22/2016 - 08/06/2016
SPAN1002	(5)	BASIC SPANISH II	702070	OT	TBA	WB	Staff	06/22/2016 - 08/06/2016
SPAN1012	(3)	EXTENDED SPANISH 2	701083	UCBA	LE	MWF    	10:30a - 12:30p	CI	Staff	06/22/2016 - 08/06/2016
SPAN1012	(3)	EXTENDED SPANISH 2	701085	UCBA	LE	MWF    	10:30a - 12:30p	CI	Staff	06/22/2016 - 08/06/2016
SPAN1012	(3)	EXTENDED SPANISH 2	702074	CLER	LE	TR     	9:00a - 11:50a	CI	Staff	06/22/2016 - 08/06/2016
SPAN1012	(3)	EXTENDED SPANISH 2	702075	OT	TBA	WB	Staff	06/22/2016 - 08/06/2016
SPAN1014	(3)	EXTENDED SPANISH 4	701088	UCBA	LE	MWF    	1:00p - 3:00p	CI	Staff	06/22/2016 - 08/06/2016
SPED6002	(3*)	FAMILY SUPPORT	703011	LE	TBA	WB	Haydon, T.	06/22/2016 - 08/06/2016
STAT1031	(3)	INTRO STAT	701290	UCBA	LE	TR     	6:00p - 8:55p	CI	Thomas, M.	06/22/2016 - 08/06/2016
STAT1031	(3)	INTRO STAT	702168	OT	TBA	WB	Staff	06/22/2016 - 08/06/2016
STAT1031	(3)	INTRO STAT	702169	OT	TBA	WB	Staff	06/22/2016 - 08/06/2016
STAT1031	(3)	INTRO STAT	702356	UCBA	LE	MWF    	1:00p - 3:00p	CI	Presgrave, T.	06/22/2016 - 08/06/2016
STAT1034	(3)	ELEMENTARY STAT I	702170	CLER	LE	TR     	6:00p - 8:50p	CI	Clough, I.	06/22/2016 - 08/06/2016
STAT1035	(3)	ELEMENTARY STAT II	700282	SP	TBA	WB	Staff	06/22/2016 - 08/06/2016
STAT1035	(3)	ELEMENTARY STAT II	702319	UCBA	LE	TR     	2:30p - 5:25p	CI	Crabbe, J.	06/22/2016 - 08/06/2016
SW7000	(2G)	THRY SKLLS ADV PRAC	702873	WEST	LE	TR     	10:00a - 12:00p	CI	Staff	06/22/2016 - 08/06/2016
SW7011	(3G)	ASSESS & DIAG	702874	WEST	LE	TR     	1:00p - 4:00p	CI	Staff	06/22/2016 - 08/06/2016
SW7040	(2G)	SW INTERVIEW	702875	WEST	LE	MW     	5:30p - 7:30p	CI	Staff	06/22/2016 - 08/06/2016
SW8025	(3G)	SUPERVISION	702877	WEST	LE	MW     	5:30p - 8:30p	CI	Staff	
ALH1006C	(1)	CPR AND FIRST AID	702461	CLER	LL	F      	8:00a - 5:00p	CI	Vining, C.	May 13 - May 13	OT	TBA	WB	May 13 - May 13	
ALH1006C	(1)	CPR AND FIRST AID	702462	CLER	LL	F      	8:00a - 5:00p	CI	Vining, C.	Jul 29 - Jul 29	OT	TBA	WB	Jul 29 - Jul 29	
ALH1009C	(1)	CPR	702865	UCBA	L2	F      	9:05a - 2:30p	CI	Dunigan, J.	Jun 03 - Jun 03	UCBA	LE	F      	9:05a - 2:30p	CI	May 20 - May 20	
ALH1010C	(4)	CERT NURS AID TRAIN	703319	CLER	L2	F      	8:00a - 5:00p	CI	Hillger, S.	Jun 10 - Jun 10	CLER	LL	WF     	8:00a - 5:00p	CI	May 11 - May 27	OC  	CL	WF     	7:00a - 3:30p	CI	Jun 01 - Jun 08	
ARCH2023	(3)	ARCH HTC 3	702682	WEST	LE	TR     	1:15p - 3:15p	CI	Tilman, J.	May 10 - Jul 14	
ARCH7014	(4G)	DESIGN VIS 3	702689	WEST	ST	TR     	10:00a - 12:30p	CI	Andrews, B.	May 09 - Jul 15	WEST	ST	TR     	2:30p - 5:30p	CI	May 09 - Jul 15	
BE7011	(1G)	STAT COMPUT SOFTWAR	703174	LE	TBA	WB	Ying, J.	Jun 01 - Jul 31	
BE7022	(3G)	INTRO BIOSTATISTICS	703173	LE	TBA	WB	Ying, J.	Jun 01 - Jul 31	
BE7067	(1-2G)	SCI INTEG	703171	LE	TBA	WB	Strasser, J.	Jun 01 - Jul 31	
BE7067	(1-2G)	SCI INTEG	703172	LE	TBA	WB	Strasser, J.	Jun 01 - Jul 31	
BE7074	(1-3G)	COMM-BASED PART RES	703176	LE	TBA	WB	Vaughn, L.	Jun 01 - Jul 31	
BE7076	(2G)	INTRO TO EPI	703175	LE	TBA	WB	Meinzen-Derr, J.	Jun 01 - Jul 31	
BE7081	(1G)	IRB PROCESS FOR RES	703177	LE	TBA	WB	Norman, C.	Jun 01 - Jul 31	
BE8076	(2G)	SCIENTIFIC WRITING	703179	LE	TBA	WB	Haynes, E.	Jun 01 - Jul 31	
BE9070	(1G)	SURVEY OF CTR I	703178	LE	TBA	WB	Haynes, E.	Jun 01 - Jul 31	
CB8081	(1-18G)	RESEARCH	701901	LB	TBA	CI	Moquin, K.	
CI6005	(1-5*)	STEM PRACTICE	703112	WEST	LE	MTWRF  	8:30a - 3:00p	CI	Koenig, K.	Jun 13 - Jun 30	
CI7071	(3G)	DESIGN ONLINE LRN	702291	LE	TBA	WB	Robbins, A.	Jun 27 - Aug 06	
CI8091	(1-3G)	READNGS:CURR & INST	702366	IS	TBA	CI	Meyer, H.	Jun 13 - Jul 29	OT	TBA	WB	Jun 13 - Jul 29	
CJ6020	(1*)	MANAGING RISKS	700285	WEST	LE	WR     	6:00p - 10:00p	CI	Prenatt, W.	Jul 13 - Jul 14	IS	TBA	IN	Jul 13 - Jul 16	
CJ7090	(1-15G)	DIRECTED STUDIES CJ	700988	IS	TBA	WB	Fisher, B.	May 09 - Jul 30	
CJ7098	(3G)	DEMO PROJECT 1	700989	IS	TBA	WB	Feldmeyer, B.	May 09 - Jul 30	
CJ7098	(3G)	DEMO PROJECT 1	700990	IS	TBA	WB	Fisher, B.	May 09 - Jul 30	
CJ7098	(3G)	DEMO PROJECT 1	700991	IS	TBA	WB	Campbell, C.	May 09 - Jul 30	
CJ7098	(3G)	DEMO PROJECT 1	700992	IS	TBA	WB	Nedelec, J.	May 09 - Jul 30	
CJ7098	(3G)	DEMO PROJECT 1	700993	IS	TBA	WB	Corsaro, N.	May 09 - Jul 30	
CJ7098	(3G)	DEMO PROJECT 1	700994	IS	TBA	WB	Frank, J.	May 09 - Jul 30	
CSD2071	(3)	PHONETICS	701507	EAST	LE	TR     	1:15p - 3:45p	CI	Sotto, C.	May 31 - Jul 21	
CSD6024	(3*)	CLINICAL PROCESSES	701508	LE	TBA	WB	Sotto, C.	May 30 - Aug 06	
CSD6024	(3*)	CLINICAL PROCESSES	701509	LE	TBA	WB	Sotto, C.	May 30 - Aug 06	
CSD7034	(2-3G)	NEURO SPEECH DIS	701524	EAST	LE	TR     	12:00p - 1:50p	CI	Dietz, A.	May 09 - Jun 30	
DAAP6090	(3-5*)	DAAP INTERDISCIP	702550	WEST	LE	F      	6:00p - 10:00p	CI	Russell, V.	May 20 - May 22	WEST	LE	S      	9:00a - 6:00p	CI	May 20 - May 22	WEST	LE	U      	9:00a - 6:00p	CI	May 20 - May 22	
DAAP6090	(3-5*)	DAAP INTERDISCIP	702551	WEST	L2	SU     	9:00a - 6:00p	CI	Trauth, B.	Jun 18 - Jun 19	WEST	LE	F      	6:00p - 10:00p	CI	Jun 03 - Jun 05	WEST	LE	SU     	9:00a - 6:00p	CI	Jun 03 - Jun 05	
DHYG2045	(3)	PERIODONTICS	701341	UCBA	LE	TR     	9:00a - 1:15p	CI	Kunselman, B.	Jun 07 - Jul 07	
DHYG2085	(2)	NUTRITION FOR DH	701340	UCBA	LE	MTWR   	9:00a - 11:30a	CI	Stegeman, C.	May 09 - May 26	
DHYG2087	(1)	PAIN CONTROL I	701342	UCBA	LE	TR     	9:00a - 11:00a	CI	Scaramucci, M.	Jul 12 - Aug 04	
ECED6014	(1-4*)	IMPLE ECON SS CURR	700016	WEST	LE	T      	4:30p - 7:30p	IN	Heath, J.	May 10 - Aug 02	
ECED6030	(1-4*)	INT CONT FOR TEACH	700017	WEST	LE	S      	9:00a - 1:00p	CI	Heath, J.	May 14 - Aug 06	
ECED6033	(1-4*)	SS ECON TCH MTLS	700018	WEST	LE	W      	4:30p - 7:30p	CI	Heath, J.	May 11 - Aug 03	
ECED6080	(1-4*)	SPL TOP FOR TCH	700019	WEST	LE	R      	4:30p - 7:30p	CI	Heath, J.	May 12 - Aug 04	
EDST8075	(1-3G)	ED STUDIES SP TOPIC	703137	WEST	LE	TR     	12:30p - 2:30p	CI	Carr, V.	May 30 - Jul 20	OT	TBA	WB	May 30 - Jul 20	
ENGL9010	(1G)	DISSERTATION WKSHOP	702970	WEST	LE	MTWRF  	10:00a - 3:00p	CI	Micciche, L.	May 09 - May 20	
ENGR7001C	(3G)	ENGR FOUND	701922	T	WEST	LE	MWF    	9:00a - 2:30p	CI	Shafer, M.	Jun 13 - Jun 24	WEST	LE	TR     	9:00a - 12:00p	CI	Jun 13 - Jun 24	
ENGR7010C	(3G)	APPL TECH GR	701925	VP  	LE	MWF    	9:00a - 2:30p	CI	Dave, J.	Jun 13 - Jun 24	VP  	LE	TR     	9:00a - 12:00p	CI	Jun 13 - Jun 24	
ENGR7020C	(3G)	ENERGY SYS	701926	WEST	LE	MWF    	9:00a - 11:30a	CI	Rodriguez, J.	Jun 27 - Jul 28	
ENGR7030C	(3G)	ENG MODELS	701928	WEST	LE	TRF    	12:15p - 2:45p	CI	Gaskins, W.	Jun 27 - Jul 28	
ENGR7040	(3G)	ENG APL MATH	701934	WEST	LE	MWF    	9:05a - 11:35a	CI	Kastner, J.	Jun 27 - Jul 28	
ENGR7040	(3G)	ENG APL MATH	701936	WEST	LE	MWF    	9:00a - 11:30a	CI	Shields, J.	Jun 27 - Jul 28	
ENTR7025	(3G)	GLOBAL ENTREP	700090	WEST	L2	FS     	8:00a - 6:00p	CI	Matthews, C.	Jul 01 - Jul 02	WEST	LE	FS     	8:00a - 6:00p	CI	Jun 24 - Jun 25	
ENV7091	(1-15G)	MA THESIS RESEARCH	703036	IS	TBA	IN	Genter, M.	Jun 01 - Jul 31	
ENV8091	(1-15G)	RESEARCH	703037	IS	TBA	IN	Genter, M.	Jun 01 - Jul 31	
ENV9091	(1-15G)	PHD DISS RESEARCH	703038	IS	TBA	IN	Genter, M.	Jun 01 - Jul 31	
EVST1011	(3)	ENVIR STUDIES I	703054	OT	TBA	WB	Willis, S.	May 18 - Aug 06	
EVST1012	(3)	ENVIR STUDIES II	703055	OT	TBA	WB	Willis, S.	May 18 - Aug 06	
FST3040	(3)	EMS RISK MANAGEMENT	700759	LE	TBA	CI	Kelly, S.	Jul 25 - Jul 29	
HFL1094	(1)	STRESS MANAGEMENT	703141	LE	TBA	WB	Staff	May 31 - Jul 29	
HORT1010	(3)	HORT SCI I	702448	WEST	L2	F      	6:00p - 10:00p	CI	Trusty, S.	Jun 03 - Jun 04	WEST	L2	S      	9:00a - 6:00p	CI	Jun 03 - Jun 04	WEST	LE	F      	6:00p - 10:00p	CI	May 13 - May 15	WEST	LE	SU     	9:00a - 6:00p	CI	May 13 - May 15	
HORT2040	(3)	SUST LAND DESIGN I	702451	WEST	LE	F      	6:00p - 10:00p	CI	Castrejon, J.	May 20 - May 22	WEST	LE	SU     	9:00a - 6:00p	CI	May 20 - May 22	
HORT6091	(1-3*)	SPECIAL TOPICS HORT	702454	WEST	LE	T      	6:00p - 9:10p	CI	Trusty, S.	Jul 05 - Jul 26	
HORT6091	(1-3*)	SPECIAL TOPICS HORT	702457	WEST	LE	T      	6:00p - 9:10p	CI	Trusty, S.	Jun 07 - Jun 28	
HORT6091	(1-3*)	SPECIAL TOPICS HORT	702459	WEST	LE	T      	6:00p - 9:10p	CI	Trusty, S.	May 10 - May 31	
MATH1062	(4)	CALCULUS II	700267	WEST	LE	MTWRF  	8:00a - 9:20a	CI	Staff	May 09 - Jun 03	WEST	LE	MTWRF  	9:30a - 10:50a	CI	May 09 - Jun 03	
MATH7071	(3G)	ALG & NUMBER THRY 1	701011	WEST	LE	MTWRF  	9:30a - 11:30a	CI	Minda, C.	Jun 13 - Jul 11	
MATH7072	(3G)	ALG & NUMBER THRY 2	701012	WEST	LE	MTWRF  	9:30a - 11:30a	CI	Pelikan, S.	Jul 12 - Aug 06	
MATH7073	(2G)	PROB & STAT INFR	701013	WEST	LE	MTWRF  	7:30a - 8:20a	CI	Phelps, S.	Jun 13 - Aug 06	
MATH7074	(1G)	TECH FOR STATS	701014	WEST	LE	MTWRF  	8:30a - 9:20a	CI	Phelps, S.	Jun 13 - Aug 06	
MATH7083	(3G)	MAT PROJECT	701027	IS	TBA	IN	Pelikan, S.	Jun 13 - Aug 06	
MATH9076	(1-12G)	READINGS	701028	SP	TBA	IN	Pelikan, S.	Jun 13 - Aug 06	
MGMT7015	(2G)	BUSINESS ETHICS	700143	WEST	LE	FS     	8:00a - 5:30p	CI	Katerberg, R.	Jul 15 - Jul 16	OT	TBA	WB	Jul 15 - Aug 06	
MKTG7011	(2G)	MARKETING FOR MGRS	700167	OC  	L2	S      	8:00a - 5:30p	CI	Dwyer, F.	Jun 11 - Jun 11	OC  	LE	F      	8:00a - 5:30p	CI	Jun 03 - Jun 10	
